trip_id,arrival_time,departure_time,stop_id,stop_sequence
WDR619,09:52:00,09:53:10,656,8
WDR619,09:53:10,09:54:20,352,9
WDR619,09:54:20,09:55:30,466,10
WDR619,09:55:30,09:56:40,303,11
WDR619,09:56:40,09:57:50,13,12
WDR619,09:57:50,09:59:00,515,13
WDR619,09:59:00,10:00:10,243,14
WDR619,10:00:10,10:01:20,601,15
WDR619,10:01:20,10:02:30,27,16
WDR619,10:02:30,10:03:40,311,17
WDR619,10:03:40,10:04:50,308,18
WDR619,10:04:50,10:06:00,307,19
WDR619,10:06:00,10:07:10,313,20
WDR619,10:07:10,10:08:20,505,21
WDR619,10:08:20,10:09:30,192,22
WDR619,10:09:30,10:10:40,114,23
WDR619,10:10:40,10:11:50,309,24
WDR619,10:11:50,10:13:00,230,25
WDR619,10:13:00,10:14:10,207,26
WDR619,10:14:10,10:15:20,182,27
WDR619,10:15:20,10:16:30,140,28
WDR619,10:16:30,10:17:40,406,29
WDR619,10:17:40,10:18:50,625,30
WDR619,10:18:50,10:20:00,616,31
WDR619,10:20:00,10:21:10,310,32
WDR619,10:21:10,10:22:20,579,33
WDR619,10:22:20,10:23:30,101,34
WDR619,10:23:30,10:24:40,394,35
WDR619,10:24:40,10:25:50,285,36
WDR619,10:25:50,10:27:00,64,37
WDR619,10:27:00,10:28:10,520,38
WDR619,10:28:10,10:20:00,639,39
WDR6110,10:05:00,10:05:00,399,1
WDR6110,10:05:00,10:06:10,245,2
WDR6110,10:06:10,10:07:20,195,3
WDR6110,10:07:20,10:08:30,244,4
WDR6110,10:08:30,10:09:40,620,5
WDR6110,10:09:40,10:10:50,302,6
WDR6110,10:10:50,10:12:00,345,7
WDR6110,10:12:00,10:13:10,656,8
WDR6110,10:13:10,10:14:20,352,9
WDR6110,10:14:20,10:15:30,466,10
WDR6110,10:15:30,10:16:40,303,11
WDR6110,10:16:40,10:17:50,13,12
WDR6110,10:17:50,10:19:00,515,13
WDR6110,10:19:00,10:20:10,243,14
WDR6110,10:20:10,10:21:20,601,15
WDR6110,10:21:20,10:22:30,27,16
WDR6110,10:22:30,10:23:40,311,17
WDR6110,10:23:40,10:24:50,308,18
WDR6110,10:24:50,10:26:00,307,19
WDR6110,10:26:00,10:27:10,313,20
WDR6110,10:27:10,10:28:20,505,21
WDR6110,10:28:20,10:29:30,192,22
WDR6110,10:29:30,10:30:40,114,23
WDR6110,10:30:40,10:31:50,309,24
WDR6110,10:31:50,10:33:00,230,25
WDR6110,10:33:00,10:34:10,207,26
WDR6110,10:34:10,10:35:20,182,27
WDR6110,10:35:20,10:36:30,140,28
WDR6110,10:36:30,10:37:40,406,29
WDR6110,10:37:40,10:38:50,625,30
WDR6110,10:38:50,10:40:00,616,31
WDR6110,10:40:00,10:41:10,310,32
WDR6110,10:41:10,10:42:20,579,33
WDR6110,10:42:20,10:43:30,101,34
WDR6110,10:43:30,10:44:40,394,35
WDR6110,10:44:40,10:45:50,285,36
WDR6110,10:45:50,10:47:00,64,37
WDR6110,10:47:00,10:48:10,520,38
WDR6110,10:48:10,10:40:00,639,39
WDR6111,10:25:00,10:25:00,399,1
WDR6111,10:25:00,10:26:10,245,2
WDR6111,10:26:10,10:27:20,195,3
WDR6111,10:27:20,10:28:30,244,4
WDR6111,10:28:30,10:29:40,620,5
WDR6111,10:29:40,10:30:50,302,6
WDR6111,10:30:50,10:32:00,345,7
WDR6111,10:32:00,10:33:10,656,8
WDR6111,10:33:10,10:34:20,352,9
WDR6111,10:34:20,10:35:30,466,10
WDR6111,10:35:30,10:36:40,303,11
WDR6111,10:36:40,10:37:50,13,12
WDR6111,10:37:50,10:39:00,515,13
WDR6111,10:39:00,10:40:10,243,14
WDR6111,10:40:10,10:41:20,601,15
WDR6111,10:41:20,10:42:30,27,16
WDR6111,10:42:30,10:43:40,311,17
WDR6111,10:43:40,10:44:50,308,18
WDR6111,10:44:50,10:46:00,307,19
WDR6111,10:46:00,10:47:10,313,20
WDR6111,10:47:10,10:48:20,505,21
WDR6111,10:48:20,10:49:30,192,22
WDR6111,10:49:30,10:50:40,114,23
WDR6111,10:50:40,10:51:50,309,24
WDR6111,10:51:50,10:53:00,230,25
WDR6111,10:53:00,10:54:10,207,26
WDR6111,10:54:10,10:55:20,182,27
WDR6111,10:55:20,10:56:30,140,28
WDR6111,10:56:30,10:57:40,406,29
WDR6111,10:57:40,10:58:50,625,30
WDR6111,10:58:50,11:00:00,616,31
WDR6111,11:00:00,11:01:10,310,32
WDR6111,11:01:10,11:02:20,579,33
WDR6111,11:02:20,11:03:30,101,34
WDR6111,11:03:30,11:04:40,394,35
WDR6111,11:04:40,11:05:50,285,36
WDR6111,11:05:50,11:07:00,64,37
WDR6111,11:07:00,11:08:10,520,38
WDR6111,11:08:10,11:00:00,639,39
WDR6112,10:45:00,10:45:00,399,1
WDR6112,10:45:00,10:46:10,245,2
WDR6112,10:46:10,10:47:20,195,3
WDR6112,10:47:20,10:48:30,244,4
WDR6112,10:48:30,10:49:40,620,5
WDR6112,10:49:40,10:50:50,302,6
WDR6112,10:50:50,10:52:00,345,7
WDR6112,10:52:00,10:53:10,656,8
WDR6112,10:53:10,10:54:20,352,9
WDR6112,10:54:20,10:55:30,466,10
WDR6112,10:55:30,10:56:40,303,11
WDR6112,10:56:40,10:57:50,13,12
WDR6112,10:57:50,10:59:00,515,13
WDR6112,10:59:00,11:00:10,243,14
WDR6112,11:00:10,11:01:20,601,15
WDR6112,11:01:20,11:02:30,27,16
WDR6112,11:02:30,11:03:40,311,17
WDR6112,11:03:40,11:04:50,308,18
WDR6112,11:04:50,11:06:00,307,19
WDR6112,11:06:00,11:07:10,313,20
WDR6112,11:07:10,11:08:20,505,21
WDR6112,11:08:20,11:09:30,192,22
WDR6112,11:09:30,11:10:40,114,23
WDR6112,11:10:40,11:11:50,309,24
WDR6112,11:11:50,11:13:00,230,25
WDR6112,11:13:00,11:14:10,207,26
WDR6112,11:14:10,11:15:20,182,27
WDR6112,11:15:20,11:16:30,140,28
WDR6112,11:16:30,11:17:40,406,29
WDR6112,11:17:40,11:18:50,625,30
WDR6112,11:18:50,11:20:00,616,31
WDR6112,11:20:00,11:21:10,310,32
WDR6112,11:21:10,11:22:20,579,33
WDR6112,11:22:20,11:23:30,101,34
WDR6112,11:23:30,11:24:40,394,35
WDR6112,11:24:40,11:25:50,285,36
WDR6112,11:25:50,11:27:00,64,37
WDR6112,11:27:00,11:28:10,520,38
WDR6112,11:28:10,11:20:00,639,39
WDR6113,11:05:00,11:05:00,399,1
WDR6113,11:05:00,11:06:10,245,2
WDR6113,11:06:10,11:07:20,195,3
WDR6113,11:07:20,11:08:30,244,4
WDR6113,11:08:30,11:09:40,620,5
WDR6113,11:09:40,11:10:50,302,6
WDR6113,11:10:50,11:12:00,345,7
WDR6113,11:12:00,11:13:10,656,8
WDR6113,11:13:10,11:14:20,352,9
WDR6113,11:14:20,11:15:30,466,10
WDR6113,11:15:30,11:16:40,303,11
WDR6113,11:16:40,11:17:50,13,12
WDR6113,11:17:50,11:19:00,515,13
WDR6113,11:19:00,11:20:10,243,14
WDR6113,11:20:10,11:21:20,601,15
WDR6113,11:21:20,11:22:30,27,16
WDR6113,11:22:30,11:23:40,311,17
WDR6113,11:23:40,11:24:50,308,18
WDR6113,11:24:50,11:26:00,307,19
WDR6113,11:26:00,11:27:10,313,20
WDR6113,11:27:10,11:28:20,505,21
WDR6113,11:28:20,11:29:30,192,22
WDR6113,11:29:30,11:30:40,114,23
WDR6113,11:30:40,11:31:50,309,24
WDR6113,11:31:50,11:33:00,230,25
WDR6113,11:33:00,11:34:10,207,26
WDR6113,11:34:10,11:35:20,182,27
WDR6113,11:35:20,11:36:30,140,28
WDR6113,11:36:30,11:37:40,406,29
WDR6113,11:37:40,11:38:50,625,30
WDR6113,11:38:50,11:40:00,616,31
WDR6113,11:40:00,11:41:10,310,32
WDR6113,11:41:10,11:42:20,579,33
WDR6113,11:42:20,11:43:30,101,34
WDR6113,11:43:30,11:44:40,394,35
WDR6113,11:44:40,11:45:50,285,36
WDR6113,11:45:50,11:47:00,64,37
WDR6113,11:47:00,11:48:10,520,38
WDR6113,11:48:10,11:40:00,639,39
WDR6114,11:25:00,11:25:00,399,1
WDR6114,11:25:00,11:26:10,245,2
WDR6114,11:26:10,11:27:20,195,3
WDR6114,11:27:20,11:28:30,244,4
WDR6114,11:28:30,11:29:40,620,5
WDR6114,11:29:40,11:30:50,302,6
WDR6114,11:30:50,11:32:00,345,7
WDR6114,11:32:00,11:33:10,656,8
WDR6114,11:33:10,11:34:20,352,9
WDR6114,11:34:20,11:35:30,466,10
WDR6114,11:35:30,11:36:40,303,11
WDR6114,11:36:40,11:37:50,13,12
WDR6114,11:37:50,11:39:00,515,13
WDR6114,11:39:00,11:40:10,243,14
WDR6114,11:40:10,11:41:20,601,15
WDR6114,11:41:20,11:42:30,27,16
WDR6114,11:42:30,11:43:40,311,17
WDR6114,11:43:40,11:44:50,308,18
WDR6114,11:44:50,11:46:00,307,19
WDR6114,11:46:00,11:47:10,313,20
WDR6114,11:47:10,11:48:20,505,21
WDR6114,11:48:20,11:49:30,192,22
WDR6114,11:49:30,11:50:40,114,23
WDR6114,11:50:40,11:51:50,309,24
WDR6114,11:51:50,11:53:00,230,25
WDR6114,11:53:00,11:54:10,207,26
WDR6114,11:54:10,11:55:20,182,27
WDR6114,11:55:20,11:56:30,140,28
WDR6114,11:56:30,11:57:40,406,29
WDR6114,11:57:40,11:58:50,625,30
WDR6114,11:58:50,12:00:00,616,31
WDR6114,12:00:00,12:01:10,310,32
WDR6114,12:01:10,12:02:20,579,33
WDR6114,12:02:20,12:03:30,101,34
WDR6114,12:03:30,12:04:40,394,35
WDR6114,12:04:40,12:05:50,285,36
WDR6114,12:05:50,12:07:00,64,37
WDR6114,12:07:00,12:08:10,520,38
WDR6114,12:08:10,12:00:00,639,39
WDR6115,11:45:00,11:45:00,399,1
WDR6115,11:45:00,11:46:10,245,2
WDR6115,11:46:10,11:47:20,195,3
WDR6115,11:47:20,11:48:30,244,4
WDR6115,11:48:30,11:49:40,620,5
WDR6115,11:49:40,11:50:50,302,6
WDR6115,11:50:50,11:52:00,345,7
WDR6115,11:52:00,11:53:10,656,8
WDR6115,11:53:10,11:54:20,352,9
WDR6115,11:54:20,11:55:30,466,10
WDR6115,11:55:30,11:56:40,303,11
WDR6115,11:56:40,11:57:50,13,12
WDR6115,11:57:50,11:59:00,515,13
WDR6115,11:59:00,12:00:10,243,14
WDR6115,12:00:10,12:01:20,601,15
WDR6115,12:01:20,12:02:30,27,16
WDR6115,12:02:30,12:03:40,311,17
WDR6115,12:03:40,12:04:50,308,18
WDR6115,12:04:50,12:06:00,307,19
WDR6115,12:06:00,12:07:10,313,20
WDR6115,12:07:10,12:08:20,505,21
WDR6115,12:08:20,12:09:30,192,22
WDR6115,12:09:30,12:10:40,114,23
WDR6115,12:10:40,12:11:50,309,24
WDR6115,12:11:50,12:13:00,230,25
WDR6115,12:13:00,12:14:10,207,26
WDR6115,12:14:10,12:15:20,182,27
WDR6115,12:15:20,12:16:30,140,28
WDR6115,12:16:30,12:17:40,406,29
WDR6115,12:17:40,12:18:50,625,30
WDR6115,12:18:50,12:20:00,616,31
WDR6115,12:20:00,12:21:10,310,32
WDR6115,12:21:10,12:22:20,579,33
WDR6115,12:22:20,12:23:30,101,34
WDR6115,12:23:30,12:24:40,394,35
WDR6115,12:24:40,12:25:50,285,36
WDR6115,12:25:50,12:27:00,64,37
WDR6115,12:27:00,12:28:10,520,38
WDR6115,12:28:10,12:20:00,639,39
WDR6116,12:05:00,12:05:00,399,1
WDR6116,12:05:00,12:06:10,245,2
WDR6116,12:06:10,12:07:20,195,3
WDR6116,12:07:20,12:08:30,244,4
WDR6116,12:08:30,12:09:40,620,5
WDR6116,12:09:40,12:10:50,302,6
WDR6116,12:10:50,12:12:00,345,7
WDR6116,12:12:00,12:13:10,656,8
WDR6116,12:13:10,12:14:20,352,9
WDR6116,12:14:20,12:15:30,466,10
WDR6116,12:15:30,12:16:40,303,11
WDR6116,12:16:40,12:17:50,13,12
WDR6116,12:17:50,12:19:00,515,13
WDR6116,12:19:00,12:20:10,243,14
WDR6116,12:20:10,12:21:20,601,15
WDR6116,12:21:20,12:22:30,27,16
WDR6116,12:22:30,12:23:40,311,17
WDR6116,12:23:40,12:24:50,308,18
WDR6116,12:24:50,12:26:00,307,19
WDR6116,12:26:00,12:27:10,313,20
WDR6116,12:27:10,12:28:20,505,21
WDR6116,12:28:20,12:29:30,192,22
WDR6116,12:29:30,12:30:40,114,23
WDR6116,12:30:40,12:31:50,309,24
WDR6116,12:31:50,12:33:00,230,25
WDR6116,12:33:00,12:34:10,207,26
WDR6116,12:34:10,12:35:20,182,27
WDR6116,12:35:20,12:36:30,140,28
WDR6116,12:36:30,12:37:40,406,29
WDR6116,12:37:40,12:38:50,625,30
WDR6116,12:38:50,12:40:00,616,31
WDR6116,12:40:00,12:41:10,310,32
WDR6116,12:41:10,12:42:20,579,33
WDR6116,12:42:20,12:43:30,101,34
WDR6116,12:43:30,12:44:40,394,35
WDR6116,12:44:40,12:45:50,285,36
WDR6116,12:45:50,12:47:00,64,37
WDR6116,12:47:00,12:48:10,520,38
WDR6116,12:48:10,12:40:00,639,39
WDR6117,12:25:00,12:25:00,399,1
WDR6117,12:25:00,12:26:10,245,2
WDR6117,12:26:10,12:27:20,195,3
WDR6117,12:27:20,12:28:30,244,4
WDR6117,12:28:30,12:29:40,620,5
WDR6117,12:29:40,12:30:50,302,6
WDR6117,12:30:50,12:32:00,345,7
WDR6117,12:32:00,12:33:10,656,8
WDR6117,12:33:10,12:34:20,352,9
WDR6117,12:34:20,12:35:30,466,10
WDR6117,12:35:30,12:36:40,303,11
WDR6117,12:36:40,12:37:50,13,12
WDR6117,12:37:50,12:39:00,515,13
WDR6117,12:39:00,12:40:10,243,14
WDR6117,12:40:10,12:41:20,601,15
WDR6117,12:41:20,12:42:30,27,16
WDR6117,12:42:30,12:43:40,311,17
WDR6117,12:43:40,12:44:50,308,18
WDR6117,12:44:50,12:46:00,307,19
WDR6117,12:46:00,12:47:10,313,20
WDR6117,12:47:10,12:48:20,505,21
WDR6117,12:48:20,12:49:30,192,22
WDR6117,12:49:30,12:50:40,114,23
WDR6117,12:50:40,12:51:50,309,24
WDR6117,12:51:50,12:53:00,230,25
